id,parentasin,childasin,salesbyasin_unitsordered,salesbyasin_unitsorderedb2b,salesbyasin_orderedproductsales_amount,salesbyasin_orderedproductsales_currencycode,salesbyasin_orderedproductsalesb2b_amount,salesbyasin_orderedproductsalesb2b_currencycode,salesbyasin_totalorderitems,salesbyasin_totalorderitemsb2b,trafficbyasin_browsersessions,trafficbyasin_browsersessionsb2b,trafficbyasin_mobileappsessions,trafficbyasin_mobileappsessionsb2b,trafficbyasin_sessions,trafficbyasin_sessionsb2b,trafficbyasin_browsersessionpercentage,trafficbyasin_browsersessionpercentageb2b,trafficbyasin_mobileappsessionpercentage,trafficbyasin_mobileappsessionpercentageb2b,trafficbyasin_sessionpercentage,trafficbyasin_sessionpercentageb2b,trafficbyasin_browserpageviews,trafficbyasin_browserpageviewsb2b,trafficbyasin_mobileapppageviews,trafficbyasin_mobileapppageviewsb2b,trafficbyasin_pageviews,trafficbyasin_pageviewsb2b,trafficbyasin_browserpageviewspercentage,trafficbyasin_browserpageviewspercentageb2b,trafficbyasin_mobileapppageviewspercentage,trafficbyasin_mobileapppageviewspercentageb2b,trafficbyasin_pageviewspercentage,trafficbyasin_pageviewspercentageb2b,trafficbyasin_buyboxpercentage,trafficbyasin_buyboxpercentageb2b,trafficbyasin_unitsessionpercentage,trafficbyasin_unitsessionpercentageb2b,report_date,country_code,customer,created_at,updated_at
1387,B0GBNWRHVX,B0GBNWRHVX,0,0,0.0000,USD,0.0000,USD,0,0,1,0,2,0,3,0,0.2700,0.0000,0.1500,0.0000,0.1800,0.0000,1,0,2,0,3,0,0.2000,0.0000,0.1200,0.0000,0.1400,0.0000,66.6700,0.0000,0.0000,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1388,B0GS61KH2Y,B0G26383JK,15,0,359.8500,USD,0.0000,USD,15,0,19,1,74,1,93,2,5.1100,7.1400,5.7100,3.8500,5.5800,5.0000,34,1,91,1,125,2,6.7100,4.3500,5.4200,3.3300,5.7200,3.7700,100.0000,0.0000,16.1300,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1389,B0GSRJTLWY,B0FNBYKPZT,29,0,869.7100,USD,0.0000,USD,27,0,26,3,101,1,127,4,6.9900,21.4300,7.8000,3.8500,7.6200,10.0000,38,5,133,1,171,6,7.5000,21.7400,7.9300,3.3300,7.8300,11.3200,100.0000,100.0000,22.8300,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1390,B0GSHWM86S,B0GKSVSK3P,10,0,229.9000,USD,0.0000,USD,10,0,26,1,56,1,82,2,6.9900,7.1400,4.3200,3.8500,4.9200,5.0000,41,1,79,1,120,2,8.0900,4.3500,4.7100,3.3300,5.4900,3.7700,96.3300,0.0000,12.2000,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1391,B0GSRJTLWY,B0FNBN38V4,96,1,2879.0400,USD,29.9900,USD,89,1,96,3,270,6,366,9,25.8100,21.4300,20.8500,23.0800,21.9600,22.5000,120,3,344,8,464,11,23.6700,13.0400,20.5000,26.6700,21.2400,20.7500,99.7700,83.3300,26.2300,11.1100,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1392,B0GGRSXJDL,B0G6L2NQP4,0,0,0.0000,USD,0.0000,USD,0,0,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1393,B0GSRJTLWY,B0GJ66LHGM,13,0,389.8700,USD,0.0000,USD,12,0,14,0,68,2,82,2,3.7600,0.0000,5.2500,7.6900,4.9200,5.0000,15,0,71,2,86,2,2.9600,0.0000,4.2300,6.6700,3.9400,3.7700,100.0000,100.0000,15.8500,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1394,B0GTB8S1VY,B0G25Y3DVZ,34,1,747.6600,USD,21.9900,USD,33,1,33,2,106,3,139,5,8.8700,14.2900,8.1900,11.5400,8.3400,12.5000,48,2,144,3,192,5,9.4700,8.7000,8.5800,10.0000,8.7900,9.4300,100.0000,100.0000,24.4600,20.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1395,B0GS5J5TRR,B0GJBFKQZC,2,0,47.9800,USD,0.0000,USD,2,0,5,0,9,0,14,0,1.3400,0.0000,0.6900,0.0000,0.8400,0.0000,6,0,9,0,15,0,1.1800,0.0000,0.5400,0.0000,0.6900,0.0000,100.0000,0.0000,14.2900,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1396,B0GS61KH2Y,B0DKT3PXRP,177,0,3538.2300,USD,0.0000,USD,168,0,111,1,474,7,585,8,29.8400,7.1400,36.6000,26.9200,35.0900,20.0000,145,4,621,9,766,13,28.6000,17.3900,37.0100,30.0000,35.0600,24.5300,99.4500,100.0000,30.2600,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1397,B0GSRRVKB4,B0FYFK76DM,1,0,20.9900,USD,0.0000,USD,1,0,1,0,4,0,5,0,0.2700,0.0000,0.3100,0.0000,0.3000,0.0000,2,0,10,0,12,0,0.3900,0.0000,0.6000,0.0000,0.5500,0.0000,100.0000,0.0000,20.0000,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1398,B0GVBPLXSW,B0FYFBZ7W5,17,0,384.0300,USD,0.0000,USD,17,0,21,3,49,2,70,5,5.6500,21.4300,3.7800,7.6900,4.2000,12.5000,36,7,74,2,110,9,7.1000,30.4300,4.4100,6.6700,5.0300,16.9800,98.9500,100.0000,24.2900,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1399,B0GS61KH2Y,B0DN5QQLB6,37,0,998.6300,USD,0.0000,USD,37,0,19,0,82,3,101,3,5.1100,0.0000,6.3300,11.5400,6.0600,7.5000,21,0,100,3,121,3,4.1400,0.0000,5.9600,10.0000,5.5400,5.6600,99.1200,0.0000,36.6300,0.0000,2026-04-05 00:00:00,US,innerbrightness,2026-04-20 00:22:26.340719,2026-04-20 00:22:26.340719
1441,B0GBNWRHVX,B0GBNWRHVX,0,0,0.0000,USD,0.0000,USD,0,0,0,0,2,0,2,0,0.0000,0.0000,0.1400,0.0000,0.1100,0.0000,0,0,2,0,2,0,0.0000,0.0000,0.1100,0.0000,0.0800,0.0000,50.0000,0.0000,0.0000,0.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1442,B0GS61KH2Y,B0G26383JK,23,1,551.7700,USD,23.9900,USD,23,1,26,1,91,2,117,3,5.5700,7.1400,6.5500,6.6700,6.3000,6.8200,39,1,114,2,153,3,6.4600,6.6700,6.4000,5.0000,6.4100,5.4500,100.0000,100.0000,19.6600,33.3300,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1443,B0GSRJTLWY,B0FNBYKPZT,37,2,1109.6300,USD,59.9800,USD,35,1,36,1,68,3,104,4,7.7100,7.1400,4.9000,10.0000,5.6000,9.0900,43,1,77,3,120,4,7.1200,6.6700,4.3200,7.5000,5.0300,7.2700,100.0000,100.0000,35.5800,50.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1444,B0FNBN38V4,B0FNBN38V4,95,0,2849.0500,USD,0.0000,USD,93,0,115,2,282,11,397,13,24.6300,14.2900,20.3000,36.6700,21.3900,29.5500,142,3,371,18,513,21,23.5100,20.0000,20.8200,45.0000,21.5000,38.1800,100.0000,100.0000,23.9300,0.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1445,B0GSHWM86S,B0GKSVSK3P,11,0,252.8900,USD,0.0000,USD,10,0,25,1,68,1,93,2,5.3500,7.1400,4.9000,3.3300,5.0100,4.5500,35,1,86,1,121,2,5.7900,6.6700,4.8300,2.5000,5.0700,3.6400,100.0000,0.0000,11.8300,0.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1446,B0GGRSXJDL,B0G6L2NQP4,0,0,0.0000,USD,0.0000,USD,0,0,5,0,3,0,8,0,1.0700,0.0000,0.2200,0.0000,0.4300,0.0000,7,0,3,0,10,0,1.1600,0.0000,0.1700,0.0000,0.4200,0.0000,66.6700,0.0000,0.0000,0.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1447,B0GSRJTLWY,B0GJ66LHGM,14,0,419.8600,USD,0.0000,USD,14,0,25,1,79,1,104,2,5.3500,7.1400,5.6900,3.3300,5.6000,4.5500,30,1,91,1,121,2,4.9700,6.6700,5.1100,2.5000,5.0700,3.6400,100.0000,100.0000,13.4600,0.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1448,B0GTB8S1VY,B0G25Y3DVZ,30,0,734.7000,USD,0.0000,USD,28,0,41,2,79,4,120,6,8.7800,14.2900,5.6900,13.3300,6.4700,13.6400,59,2,99,4,158,6,9.7700,13.3300,5.5600,10.0000,6.6200,10.9100,100.0000,100.0000,25.0000,0.0000,2026-04-09 00:00:00,US,innerbrightness,2026-04-20 00:22:28.779833,2026-04-20 00:22:28.779833
1400,B0GBNWRHVX,B0GBNWRHVX,0,0,0.0000,USD,0.0000,USD,0,0,3,0,2,0,5,0,0.6100,0.0000,0.1400,0.0000,0.2700,0.0000,3,0,3,0,6,0,0.4800,0.0000,0.1700,0.0000,0.2500,0.0000,33.3300,0.0000,0.0000,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1401,B0GS61KH2Y,B0G26383JK,18,0,431.8200,USD,0.0000,USD,17,0,31,0,85,0,116,0,6.3100,0.0000,6.1500,0.0000,6.1900,0.0000,37,0,108,0,145,0,5.8800,0.0000,5.9600,0.0000,5.9400,0.0000,96.3500,0.0000,15.5200,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1402,B0GSRJTLWY,B0FNBYKPZT,40,0,1199.6000,USD,0.0000,USD,36,0,27,1,80,2,107,3,5.5000,12.5000,5.7800,10.5300,5.7100,11.1100,29,1,97,2,126,3,4.6100,12.5000,5.3500,8.7000,5.1600,9.6800,100.0000,100.0000,37.3800,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1403,B0GSHWM86S,B0GKSVSK3P,28,0,643.7200,USD,0.0000,USD,28,0,25,1,75,1,100,2,5.0900,12.5000,5.4200,5.2600,5.3400,7.4100,38,1,99,1,137,2,6.0400,12.5000,5.4600,4.3500,5.6100,6.4500,100.0000,100.0000,28.0000,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1404,B0GSRJTLWY,B0FNBN38V4,108,3,3238.9200,USD,89.9700,USD,104,3,136,2,284,3,420,5,27.7000,25.0000,20.5400,15.7900,22.4100,18.5200,172,2,368,4,540,6,27.3400,25.0000,20.3100,17.3900,22.1200,19.3500,99.4100,100.0000,25.7100,60.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1405,B0GGRSXJDL,B0G6L2NQP4,0,0,0.0000,USD,0.0000,USD,0,0,6,0,4,0,10,0,1.2200,0.0000,0.2900,0.0000,0.5300,0.0000,6,0,7,0,13,0,0.9500,0.0000,0.3900,0.0000,0.5300,0.0000,91.6700,0.0000,0.0000,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1406,B0GSRJTLWY,B0GJ66LHGM,11,0,329.8900,USD,0.0000,USD,11,0,16,0,56,0,72,0,3.2600,0.0000,4.0500,0.0000,3.8400,0.0000,23,0,62,0,85,0,3.6600,0.0000,3.4200,0.0000,3.4800,0.0000,100.0000,0.0000,15.2800,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1407,B0GTB8S1VY,B0G25Y3DVZ,38,0,835.6200,USD,0.0000,USD,35,0,49,1,100,1,149,2,9.9800,12.5000,7.2300,5.2600,7.9500,7.4100,66,1,136,1,202,2,10.4900,12.5000,7.5100,4.3500,8.2800,6.4500,100.0000,100.0000,25.5000,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1408,B0GBN5WH6R,B0GBN5WH6R,0,0,0.0000,USD,0.0000,USD,0,0,1,0,0,0,1,0,0.2000,0.0000,0.0000,0.0000,0.0500,0.0000,1,0,0,0,1,0,0.1600,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1409,B0GS5J5TRR,B0GJBFKQZC,1,0,23.9900,USD,0.0000,USD,1,0,4,0,12,1,16,1,0.8100,0.0000,0.8700,5.2600,0.8500,3.7000,4,0,16,1,20,1,0.6400,0.0000,0.8800,4.3500,0.8200,3.2300,100.0000,0.0000,6.2500,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1410,B0GS61KH2Y,B0DKT3PXRP,182,5,3638.1800,USD,99.9500,USD,167,5,149,3,543,9,692,12,30.3500,37.5000,39.2600,47.3700,36.9300,44.4400,196,3,705,10,901,13,31.1600,37.5000,38.9100,43.4800,36.9100,41.9400,98.8200,100.0000,26.3000,41.6700,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1411,B0GSRRVKB4,B0FYFK76DM,2,0,41.9800,USD,0.0000,USD,2,0,2,0,2,0,4,0,0.4100,0.0000,0.1400,0.0000,0.2100,0.0000,2,0,6,0,8,0,0.3200,0.0000,0.3300,0.0000,0.3300,0.0000,100.0000,0.0000,50.0000,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1412,B0GVBPLXSW,B0FYFBZ7W5,10,0,225.9000,USD,0.0000,USD,10,0,15,0,54,0,69,0,3.0500,0.0000,3.9000,0.0000,3.6800,0.0000,18,0,82,0,100,0,2.8600,0.0000,4.5300,0.0000,4.1000,0.0000,100.0000,0.0000,14.4900,0.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1413,B0GS61KH2Y,B0DN5QQLB6,40,1,1079.6000,USD,26.9900,USD,39,1,27,0,86,2,113,2,5.5000,0.0000,6.2200,10.5300,6.0300,7.4100,34,0,123,4,157,4,5.4100,0.0000,6.7900,17.3900,6.4300,12.9000,97.9900,100.0000,35.4000,50.0000,2026-04-06 00:00:00,US,innerbrightness,2026-04-20 00:22:26.993750,2026-04-20 00:22:26.993750
1429,B0GS61KH2Y,B0G26383JK,18,0,431.8200,USD,0.0000,USD,18,0,37,2,85,0,122,2,8.1000,9.0900,6.4200,0.0000,6.8500,5.5600,40,2,110,0,150,2,7.0100,8.0000,6.5700,0.0000,6.6800,5.1300,97.8400,100.0000,14.7500,0.0000,2026-04-08 00:00:00,US,innerbrightness,2026-04-20 00:22:28.185569,2026-04-20 00:22:28.185569
1430,B0GSRJTLWY,B0FNBYKPZT,47,0,1409.5300,USD,0.0000,USD,45,0,23,2,72,0,95,2,5.0300,9.0900,5.4400,0.0000,5.3400,5.5600,26,2,83,0,109,2,4.5500,8.0000,4.9600,0.0000,4.8600,5.1300,100.0000,100.0000,49.4700,0.0000,2026-04-08 00:00:00,US,innerbrightness,2026-04-20 00:22:28.185569,2026-04-20 00:22:28.185569
1431,B0GSHWM86S,B0GKSVSK3P,34,0,781.6600,USD,0.0000,USD,34,0,34,1,81,0,115,1,7.4400,4.5500,6.1200,0.0000,6.4600,2.7800,50,1,108,0,158,1,8.7600,4.0000,6.4500,0.0000,7.0400,2.5600,99.3500,100.0000,29.5700,0.0000,2026-04-08 00:00:00,US,innerbrightness,2026-04-20 00:22:28.185569,2026-04-20 00:22:28.185569
1432,B0GSRJTLWY,B0FNBN38V4,99,0,2969.0100,USD,0.0000,USD,99,0,112,8,265,6,377,14,24.5100,36.3600,20.0300,42.8600,21.1800,38.8900,141,10,342,6,483,16,24.6900,40.0000,20.4300,42.8600,21.5100,41.0300,99.7800,100.0000,26.2600,0.0000,2026-04-08 00:00:00,US,innerbrightness,2026-04-20 00:22:28.185569,2026-04-20 00:22:28.185569
1414,B0GBNWRHVX,B0GBNWRHVX,0,0,0.0000,USD,0.0000,USD,0,0,2,0,0,0,2,0,0.4500,0.0000,0.0000,0.0000,0.1000,0.0000,3,0,0,0,3,0,0.5000,0.0000,0.0000,0.0000,0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1415,B0GS61KH2Y,B0G26383JK,23,0,551.7700,USD,0.0000,USD,22,0,39,0,95,1,134,1,8.6900,0.0000,6.5200,4.0000,7.0300,3.1300,56,0,127,1,183,1,9.3200,0.0000,6.5700,3.2300,7.2200,2.3800,100.0000,0.0000,17.1600,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1416,B0GSRJTLWY,B0FNBYKPZT,24,0,719.7600,USD,0.0000,USD,24,0,26,0,64,2,90,2,5.7900,0.0000,4.3900,8.0000,4.7200,6.2500,30,0,73,2,103,2,4.9900,0.0000,3.7800,6.4500,4.0600,4.7600,98.9100,100.0000,26.6700,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1417,B0GSHWM86S,B0GKSVSK3P,19,0,436.8100,USD,0.0000,USD,18,0,33,1,76,2,109,3,7.3500,14.2900,5.2100,8.0000,5.7200,9.3800,44,1,99,2,143,3,7.3200,9.0900,5.1200,6.4500,5.6400,7.1400,100.0000,100.0000,17.4300,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1418,B0GSRJTLWY,B0FNBN38V4,84,1,2519.1600,USD,29.9900,USD,80,1,113,1,292,5,405,6,25.1700,14.2900,20.0300,20.0000,21.2400,18.7500,148,2,376,5,524,7,24.6300,18.1800,19.4500,16.1300,20.6800,16.6700,99.7900,100.0000,20.7400,16.6700,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1419,B0GGRSXJDL,B0G6L2NQP4,3,0,107.9700,USD,0.0000,USD,3,0,8,0,3,0,11,0,1.7800,0.0000,0.2100,0.0000,0.5800,0.0000,13,0,3,0,16,0,2.1600,0.0000,0.1600,0.0000,0.6300,0.0000,83.3300,0.0000,27.2700,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1420,B0GSRJTLWY,B0GJ66LHGM,15,0,449.8500,USD,0.0000,USD,15,0,21,0,73,2,94,2,4.6800,0.0000,5.0100,8.0000,4.9300,6.2500,23,0,90,5,113,5,3.8300,0.0000,4.6600,16.1300,4.4600,11.9000,98.0000,100.0000,15.9600,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
1421,B0GTB8S1VY,B0G25Y3DVZ,30,0,719.7000,USD,0.0000,USD,30,0,36,1,109,1,145,2,8.0200,14.2900,7.4800,4.0000,7.6000,6.2500,55,1,153,2,208,3,9.1500,9.0900,7.9200,6.4500,8.2100,7.1400,99.4600,100.0000,20.6900,0.0000,2026-04-07 00:00:00,US,innerbrightness,2026-04-20 00:22:27.598559,2026-04-20 00:22:27.598559
